"id","address","description","material","name","officehour","photo","process","since","tel","project","lat","lang","no","goods","business","category","before_name","gu","idx","instagramKeyword"
1024,"-","감속모타","감속모터","소문모타","-","-","-","-","010-3737-8039","-","-","-","-","-","-","전기전자","-","-","1024","소문모타"
1025,"청계천로159","메이커스페이스","-","소셜디자인혁신랩","-","-","교육,임대","-","-","-","-","-","-","기타","기타","-","-","종로구","1025","소셜디자인혁신랩"
1022,"청계천로281","고무박킹","패킹(바킹,박킹),실리콘,오링,호스","소망실리콘","-","-","-","-","02-2274-2606","-","-","-","-","고무","제조/판매","-","-","중구","1022","소망실리콘"
1020,"을지로19길34-2","세라믹아티스트개인작업실","-","소동호작업실","-","-","-","-","-","-","-","-","-","-","-","기타","산림조형","중구","1020","소동호작업실"
1021,"청계천로269","고무박킹","패킹(바킹,박킹),실리콘,오링,호스","소망실리콘","-","-","-","-","02-2274-2606","-","-","-","-","고무","제조/판매","-","-","중구","1021","소망실리콘"
1019,"청계천로159","LED","LED,라이트박스","센스전자","-","-","-","-","02-2263-9047","-","552179.873500 ","199593.471400 ","-","조명","판매","-","-","종로구","1019","센스전자"
1017,"청계천로182","목공구전문점,조각도,목공기리일체","목공구","세화철물","-","-","-","-","2267-6875","-","-","-","-","기계","판매","공구","-","중구","1017","세화철물"
1016,"청계천로133","테이프,접착제","접착제,테이프","세진케미칼","-","-","-","-","2263-0807","-","-","-","-","-","-","기타","-","종로구","1016","세진케미칼"
1015,"청계천로159","산업용장비","산업용장비","세진엔지니어링","-","-","-","-","02-2267-4697","-","552160.218500 ","199595.670300 ","-","기계","수리","-","-","종로구","1015","세진엔지니어링"
1014,"을지로17길7-23","-","-","세진시보리","-","-","-","-","010-5303-7198","-","551939.9794","199479.767","-","-","-","기타","-","-","1014","세진시보리"
1013,"-","-","-","세진시보리","-","-","-","-","010-5303-7198","-","-","-","-","-","-","기타","-","-","1013","세진시보리"
1011,"을지로157","LED","LED,조명부품","세일LED","-","-","-","-","02-2266-6580","-","551995.084400 ","199590.742000 ","-","조명","판매","-","-","중구","1011","세일LED"
1012,"종로150-1","혈당계,혈압계,보청기,물리치료기,안마기,쑥뜸도매","혈당계,혈압계,보청기,물리치료기,안마기,한방의료기","세종의료기저울","-","-","-","-","2271-1381~2","-","-","-","-","-","-","기타","-","종로구","1012","세종의료기저울"
1010,"종로22길18","각종케이스","각종케이스","세일케이스","-","-","-","-","-","-","-","-","-","-","-","기타","세일전기","종로구","1010","세일케이스"
1007,"을지로157","가전","가전제품","세은전자","-","-","-","-","02-2273-6468","-","551983.166500 ","199605.899400 ","-","가전","판매","-","-","중구","1007","세은전자"
1009,"종로22길18","스텐/철BOX,분전반제작","BOX,스테인리스박스,분전반","세일케이스","-","-","-","-","2278-6124","-","-","-","-","-","판매","가공","세일전기","종로구","1009","세일케이스"
1008,"청계천로159","마이크","마이크,스피커,앰프,케이블","세일음향","-","-","-","-","02-2272-7112","-","552230.065700 ","199572.182000 ","-","음향","판매","-","-","종로구","1008","세일음향"
1006,"청계천로160","-","-","세원전자","-","-","-","-","-","-","552024.405","199588.5892","-","-","-","-","-","중구","1006","세원전자"
981,"청계천로159","PCB","PCB,명판,전자부품","세운전자","-","-","인쇄","-","02-2278-5340","-","552187.451800 ","199571.782800 ","-","전기/전자","개발/판매","-","-","종로구","981","세운전자"
982,"청계천로159","TR","TR,전자부품,반도체","세운전자","-","-","-","-","02-2277-5564","-","552187.451800 ","199571.782800 ","-","전기/전자","판매","-","-","종로구","982","세운전자"
983,"청계천로159","PCB외","PCB,SMPS,인버터,인코더,자동제어기기","세운전자","-","-","-","-","02-2279-1922","-","552187.451800 ","199571.782800 ","-","전기/전자","개발/수리","-","-","종로구","983","세운전자"
984,"청계천로159","PCB외","PCB,SMPS,인버터,인코더,자동제어기기","세운전자","-","-","-","-","02-2279-1922","-","552187.451800 ","199571.782800 ","-","전기/전자","개발/수리","-","-","종로구","984","세운전자"
998,"청계천로159","상담","-","세운협업지원센터기술상담실","-","-","상담,기술중개","-","070-4223-7552","-","-","-","-","기타","기타","-","-","종로구","998","세운협업지원센터기술상담실"
188,"청계천로159","-","-","금강화랑(창고)","-","-","-","-","-","-","552187.052","199568.1227","-","-","-","-","-","종로구","188","금강화랑"
189,"돈화문로12-1","강화유리","유리,강화유리","금강ENG","-","-","-","-","2272-8215","-","-","-","-","-","판매","자재","금강엔지니어링","종로구","189","금강ENG"
190,"청계천로159","-","-","금보철학원","-","-","-","-","-","-","552203.9639","199571.4518","-","-","-","-","-","종로구","190","금보철학원"
191,"종로22길8","가운.단체복","자동제어기기","금성가운","-","-","-","-","2267-5064","-","-","-","-","-","-","기타","-","종로구","191","금성가운"
192,"창경궁로5길36","선반,밀링,인테리어부품가공","인테리어부품","금성공업","-","-","선반밀링","-","2265-2210,010-3320-2210","-","-","-","-","-","판매","가공","-","중구","192","금성공업"
193,"종로24길15","배전기.스위치","배전기,스위치","금성기전","-","-","-","-","2264-9200","-","-","-","-","전기전자","판매","전기전자","-","종로구","193","금성기전"
194,"종로22길25","OMRONFA제어기기전문점,저압/고압기기,PLC,인버터","자동제어기기,인버터","금성자동제어기기(주)","-","-","-","-","2263-1072~4","-","-","-","-","-","-","전기전자","-","종로구","194","금성자동제어기기"
195,"창경궁로5다길19","CNC","-","금성조각","-","-","CNC","-","010-5474-5402","-","-","-","-","-","판매","가공","-","중구","195","금성조각"
196,"창경궁로5길120","행거주문제작,철단조물제작,철구조물제작,핸드레일제작,알곤특수용접,현장시공","행거","금속마을","-","-","아르곤용접","-","2267-5366","-","-","-","-","-","판매","가공","-","중구","196","금속마을"
997,"청계천로159","거점공간관리운영","-","세운협업지원센터","-","-","기술중개,공간대여","-","02-2273-5505","-","552156.413500 ","199560.837400 ","-","기타","기타","-","-","종로구","997","세운협업지원센터"
952,"창경궁로5가길21","자동포장기계제작","자동포장기계","세명포장기계","-","-","-","-","2272-9091","-","-","-","-","-","-","기계/에너지","-","중구","952","세명포장기계"
996,"을지로157","세운-청계-대림상가및주변군입주민들을위한다시세운공유공간","-","세운파트너라운지","-","-","공간대여","-","02-2273-5505","-","-","-","-","기타","기타","-","-","중구","996","세운파트너라운지"
995,"청계천로159","-","-","세운파워텍","-","-","-","-","-","-","552233.7437","199585.7683","-","-","-","-","-","종로구","995","세운파워텍"
994,"청계천로322","다시세운공유공간","-","세운테크북라운지","-","-","공간대여","-","02-2273-5505","-","-","-","-","기타","기타","-","-","중구","994","세운테크북라운지"
993,"청계천로159","렉케이스","각종케이스,판금,패널(판넬)","세운테크","-","-","-","-","02-2272-9003","-","552223.511200 ","199572.889200 ","-","기타","제조","-","-","종로구","993","세운테크"
992,"청계천로159","렉케이스","각종케이스,판금,패널(판넬)","세운테크","-","-","-","-","02-2272-9003","-","552223.511200 ","199572.889200 ","-","기타","제조","-","-","종로구","992","세운테크"
991,"창경궁로5길27","절단,절곡,V컷팅,로라가공,각종철재류","-","세운철강주식회사","-","-","절단,절곡,","-","2267-7023,2279-0461","-","-","-","-","-","판매","가공","-","중구","991","세운철강주식회사"
990,"을지로19길15","금속절단","-","세운절단","-","-","절단","-","010-6237-3073","-","-","-","-","-","판매","가공","-","중구","990","세운절단"
989,"청계천로159","다시세운공유공간","-","세운전자박물관","-","-","전시","-","02-2273-5505","-","552226.873900 ","199553.234800 ","-","기타","기타","-","-","종로구","989","세운전자박물관"
988,"청계천로244","SMPS","SMPS,스위치,인버터,파워","세운전자","-","-","-","-","02-2275-0373","-","-","-","-","전기/전자","판매","-","-","중구","988","세운전자"
986,"청계천로225","가전잡화","가전제품,게임기,카메라","세운전자","-","-","-","-","02-2278-1078","-","-","-","-","가전","판매","-","-","중구","986","세운전자"
987,"청계천로235","SMPS","SMPS,스위치,인버터,파워","세운전자","-","-","-","-","02-2275-0373","-","-","-","-","전기/전자","판매","-","-","중구","987","세운전자"
985,"청계천로224","가전잡화","가전제품,게임기,카메라","세운전자","-","-","-","-","02-2278-1078","-","-","-","-","가전","판매","-","-","중구","985","세운전자"
980,"을지로133-3","유리가공","유리","세운유리","-","-","-","-","2267-3898,2267-4287","-","-","-","-","-","판매","자재","-","중구","980","세운유리"
978,"청계천로159","매점","식음료","세운식품점","-","-","-","-","02-2266-5908","-","-","-","-","기타","판매","-","-","종로구","978","세운식품점"
979,"청계천로159","다시세운공유공간","-","세운워크룸","-","-","공간대여","-","-","-","552232.366200 ","199587.885700 ","-","기타","기타","-","-","종로구","979","세운워크룸"
977,"청계천로159","매점","식음료","세운식품","-","-","-","-","02-2279-6826","-","552157.346500 ","199590.075500 ","-","기타","판매","-","-","종로구","977","세운식품"
976,"청계천로174","LED램프","LED,LED조명,조명","세운상사","-","-","-","-","02-2264-5333","-","552030.804400 ","199586.955200 ","-","조명","판매","-","-","중구","976","세운상사"
974,"을지로157","-","-","세운부동산","-","-","-","-","02-467-8949","-","551963.4748","199607.7447","-","기타","기타","-","-","중구","974","세운부동산"
975,"청계천로159","-","-","세운상가시장협의회","-","-","-","-","-","-","552187.8624","199590.7188","-","기타","기타","-","-","종로구","975","세운상가시장협의회"
956,"을지로157","-","-","세무사신권중사무소","-","-","-","-","02-2274-3906","-","551933.9495","199610.6407","-","기타","기타","-","-","중구","956","세무사신권중사무소"
957,"을지로157","-","-","세무사이귀연사무실","-","-","-","-","02-2278-5020","-","551922.5325","199613.7533","-","기타","기타","-","-","중구","957","세무사이귀연사무실"
958,"-","PCB,LED","PCB,LED,LED조명","세미전자","-","-","-","-","2278-8627","-","-","-","-","-","-","전기전자","-","-","958","세미전자"
959,"을지로157","-","-","세미전자","-","-","-","-","011-202-5139","-","551920.7694","199595.3528","-","-","-","-","-","중구","959","세미전자"
960,"충무로72-1","로케트밧데리","배터리","세방에스비(주)","-","-","-","-","2266-9212","-","-","-","-","-","-","기타","-","중구","960","세방에스비"
961,"창경궁로5다길17","기계제작전문,진공,유압,공압제작,선반밀링가공","-","세성정밀","-","-","선반밀링","-","2272-6509","-","-","-","-","-","판매","가공","-","중구","961","세성정밀"
962,"을지로33길27","미싱부속전문,PEGASUS,SUNSTAR,JUKI,SIRUBA,YAMATO,BROTHER,오루강미싱바늘대리점","미싱,미싱부속","세신미싱부속","-","-","-","-","2267-8214~5","-","-","-","-","-","-","기타","-","중구","962","세신미싱부속"
963,"을지로19길36","선반,밀링,가공,기계제작,펌프수리","펌프","세아공업사","-","-","선반밀링","-","2263-1198,010-5325-1969","-","-","-","-","-","판매","가공","-","중구","963","세아공업사"
973,"청계천로159","가전","가전제품,음향기기,프로젝터","세운미디어","-","-","-","-","02-2278-5791","-","552201.629900 ","199575.250200 ","-","가전","판매","-","-","종로구","973","세운미디어"
972,"을지로157","다방","식음료","세운나다방","-","-","-","-","02-2265-2681","-","551927.186700 ","199611.274400 ","-","F&B","판매","-","-","중구","972","세운나다방"
971,"청계천로159","PCB","PCB,명판,스위치","세운기획","-","-","-","-","02-2271-1134","-","552143.784300 ","199572.163000 ","-","전기/전자","판매","-","-","종로구","971","세운기획"
970,"청계천로159","기술서적","도서","세운기술서적","-","-","-","-","02-2279-8532","-","552170.041800 ","199594.532200 ","-","문화","판매","-","-","종로구","970","세운기술서적"
969,"청계천로263","아크릴명판","명판","세운공예사","-","-","-","-","02-2272-5943","-","-","-","-","기타","판매","-","-","중구","969","세운공예사"
967,"청계천로159","냉장고","냉장고,에어컨","세운가전","-","-","-","-","02-2273-2660","-","552207.735500 ","199575.341800 ","-","가전","판매","-","-","종로구","967","세운가전"
108,"청계천로187","음향기기","음향기기","경순RAINBOW","-","-","-","-","02-2272-5678","-","-","-","-","음향","판매","-","-","중구","108","경순RAINBOW"
109,"청계천로160","-","-","경신전자","-","-","-","-","-","-","552030.806","199589.1529","-","-","-","-","-","중구","109","경신전자"
110,"창경궁로5가길27-6","아르곤용접,선반가공,밀링가공","-","경신정밀","-","-","아르곤용접,선반밀링","-","2266-9929","-","-","-","-","-","판매","가공","-","중구","110","경신정밀"
254,"을지로157","CCTV","CCTV","나진CCTV","-","-","-","-","010-8331-5420","-","551981.790500 ","199591.548200 ","-","통신","판매","-","-","중구","254","나진CCTV"
255,"청계천로159","파워서플라이등산업용장비수리","파워서플라이,파이프오르간","나호선엘렉트릭","-","-","-","-","010-5215-9715","-","-","-","-","음향/전기/전자","개발/수리","-","-","종로구","255","나호선엘렉트릭"
256,"종로22길27","레벨센서,온습도센서,압력센서,광센서,근접센서","센서,광센서,근접센서,레벨센서,습도센서,온도센서","남강계전","-","-","-","-","2264-6500","-","-","-","-","-","-","기계/에너지","-","종로구","256","남강계전"
964,"을지로147","스텐,신주,렌치,특수볼트,주문제작","스테인리스,신주,렌치(하이드로렌치),볼트,특수볼트","세영볼트","-","-","-","-","2269-4970~1","-","-","-","-","-","-","기타","-","중구","964","세영볼트"
204,"청계천로159","모터","모터","금일모타","-","-","-","-","02-2267-6651","-","-","-","-","전기/전자","판매","-","-","종로구","204","금일모타"
205,"창경궁로57","가정용라이온미싱","미싱","금천미싱","-","-","-","-","2279-7021,2267-7220","-","-","-","-","-","-","기타","-","중구","205","금천미싱"
206,"종로26길12-1","전동공구,전자공구,수입공구,봉납,실납","납판,실납,봉납,각종공구,기계공구,전동공구,전자공구","금호상회","-","-","-","-","2275-8146","-","-","-","-","-","판매","공구","-","종로구","206","금호상회"
207,"청계천로159","음향기기","음향기기","금호전자","-","-","-","-","02-2268-4901","-","-","-","-","음향","판매","-","-","종로구","207","금호전자"
208,"청계천로159","PCB","PCB,파워,모니터,전자제품","금호전자","-","-","-","-","02-2266-9313","-","-","-","-","전기/전자","수리","-","-","종로구","208","금호전자"
209,"청계천로171","LED","LED,전광판,조명","금호통상","-","-","-","-","02-2278-3413","-","-","-","-","조명","판매","-","-","중구","209","금호통상"
210,"청계천로160","-","-","금호통상","-","-","-","-","010-5219-3981","-","552041.967","199592.265","-","기타","기타","-","-","중구","210","금호통상"
211,"창경궁로5가길85","각종볼트,너트주문제작","볼트,너트","금화볼트","-","-","-","-","2279-4594~5","-","-","-","-","-","판매","자재","-","중구","211","금화볼트"
212,"청계천로159","기술/예술융합형프로젝트를위한열린공간","-","기수리예수리","-","-","공간대여","-","010-2495-8441","-","-","-","-","문화","기타","-","-","종로구","212","기수리예수리"
213,"을지로19길24-6","프레스가공,금형,조명부속","조명부품","기영사","-","-","프레스,금형","-","2269-1979","-","-","-","-","-","판매","가공","-","중구","213","기영사"
214,"창경궁로5길34-16","조명부품전문,금형제작,프레스가공","조명부품","기정사","-","-","-","-","2279-2820,2277-0436","-","-","-","-","-","판매","가공","-","중구","214","기정사"
215,"청계천로159","전자부품","전자부품","기흥반도체","-","-","-","-","02-2266-9128","-","-","-","-","전기/전자","판매","-","-","종로구","215","기흥반도체"
216,"청계천로159","전자부품","전자부품","기흥반도체","-","-","-","-","02-2266-9128","-","-","-","-","전기/전자","판매","-","-","종로구","216","기흥반도체"
217,"청계천로159","컴퓨터소모품","컴퓨터부품","꿈의컴","-","-","-","-","02-2267-9611","-","-","-","-","컴퓨터","판매","-","-","종로구","217","꿈의컴"
218,"을지로157","오락기","게임기","나경전자","-","-","-","-","02-2265-3085","-","551958.752800 ","199598.723300 ","-","오락기","판매","-","-","중구","218","나경전자"
219,"을지로157","LED","LED","나노LED","-","-","-","-","010-5273-7406","-","551968.424500 ","199590.116900 ","-","조명","판매","-","-","중구","219","나노LED"
220,"종로138-1","보청기","보청기","나눔보청기","-","-","-","-","2층,1599-9251","-","-","-","-","-","-","기타","-","종로구","220","나눔보청기"
221,"을지로157","오락기","게임기","나라전자","-","-","-","-","010-6568-5701","-","552224.294100 ","199580.055500 ","-","오락기","판매","-","-","중구","221","나라전자"
222,"청계천로159","무전기","무전기","나라전자","-","-","-","-","02-2272-0085","-","-","-","-","통신","판매","-","-","종로구","222","나라전자"
223,"청계천로159","무전기","무전기","나라전자","-","-","-","-","02-2272-0085","-","-","-","-","통신","판매","-","-","종로구","223","나라전자"
224,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","224","나라전자"
225,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","225","나라전자"
226,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","226","나라전자"
227,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","227","나라전자"
228,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","228","나라전자"
229,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","229","나라전자"
230,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","230","나라전자"
231,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","231","나라전자"
232,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","232","나라전자"
233,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","233","나라전자"
234,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","234","나라전자"
235,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","235","나라전자"
236,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","236","나라전자"
237,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","237","나라전자"
238,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","238","나라전자"
239,"청계천로159","전자부품","전자부품","나라전자","-","-","-","-","02-2277-1181","-","-","-","-","전기/전자","판매","-","-","종로구","239","나라전자"
240,"돈화문로4길30","철인,각종명판,판넬조각,케이스,오디오케이스제작,아크릴가공","각종케이스,아크릴,명판,패널(판넬)","나라조각","-","-","조각,인쇄","-","2272-3627,3621","-","-","-","-","-","판매","가공","-","종로구","240","나라조각"
241,"을지로157","CCTV","CCTV,무전기","나라통신","-","-","-","-","02-2273-4925","-","551936.850600 ","199606.360900 ","-","통신","판매","-","-","중구","241","나라통신"
242,"청계천로159","음향기기","음향기기","나래멀티미디어","-","-","-","-","010-1670-2558","-","-","-","-","음향","판매","-","-","종로구","242","나래멀티미디어"
243,"청계천로159","CD플레이어","CD플레이어,기가폰,녹음기,스피커","나래테크","-","-","-","-","02-2272-1293","-","-","-","-","음향","판매","-","-","종로구","243","나래테크"
244,"청계천로159","반도체","반도체,저항,콘덴서","나린세미컴","-","-","-","-","02-2278-7561","-","-","-","-","전기/전자","판매","-","-","종로구","244","나린세미컴"
245,"을지로157","LEDTV수리","TV,컴퓨터,컴퓨터주변기기","나윤테크","-","-","-","-","02-2274-2369","-","551945.377000 ","199591.676500 ","-","컴퓨터","수리/판매","-","-","중구","245","나윤테크"
953,"청계천로357","LED","LED,가로등,보안등,인테리어조명","세명LED","-","-","-","-","-","-","-","-","-","조명","판매","-","-","중구","953","세명LED"
954,"청계천로368","LED","LED,인테리어조명","세명LED","-","-","-","-","-","-","-","-","-","조명","판매","-","-","중구","954","세명LED"
951,"청계천로159","PCB","PCB,파워","세명전자","-","-","수리","-","02-2274-4222","-","552226.378800 ","199563.879400 ","-","전기/전자","수리","-","-","종로구","951","세명전자"
950,"을지로157","앰프","앰프,코인관리기","세림일렉트로닉스A/S센터","-","-","-","-","02-2278-2625","-","551971.932400 ","199592.342700 ","-","전기/전자","수리","-","-","중구","950","세림일렉트로닉스A/S센터"
949,"청계천로159","-","-","세림엔지니어링","-","-","-","-","-","-","552169.7332","199592.6712","-","-","-","-","-","종로구","949","세림엔지니어링"
944,"청계천로159","PCB","PCB,명판","성창기획","-","-","-","-","02-2272-8752","-","552196.892100 ","199567.138700 ","-","전기/전자","개발/판매","-","-","종로구","944","성창기획"
912,"청계천로159","마이크","마이크,스피커,앰프,음향기기","성민전자","-","-","-","-","02-2275-5340","-","552206.527600 ","199587.047600 ","-","음향","판매","-","-","종로구","912","성민전자"
913,"청계천로159","-","-","성보전자","-","-","-","-","010-5265-4177","-","552209.9926","199565.6475","-","가전","판매","-","-","종로구","913","성보전자"
914,"창경궁로5다길3","선반,밀링가공,기계제작","-","성삼정밀","-","-","선반밀링","-","2263-9480,010-5473-2234","-","-","-","-","-","판매","가공","-","중구","914","성삼정밀"
915,"을지로33길35","BROTHER,SUNSTAR,PEGASUS,YAMATO","미싱,미싱부속","성신미싱부속","-","-","-","-","2267-5539","-","-","-","-","-","-","기타","-","중구","915","성신미싱부속"
916,"을지로145-2","건축,가구,인테리어,판금부속","인테리어철물,판금부속","성신철물","-","-","-","-","2273-0537,2273-1960","-","-","-","-","-","-","기타","-","중구","916","성신철물"
943,"창경궁로5길29","구조관,환봉,앵글,평철,파이프,각종벤딩","구조관,환봉,파이프","성진CNC벤딩","-","-","-","-","2285-5971","-","-","-","-","-","판매","가공","-","중구","943","성진CNC벤딩"
942,"돈화문로8-3","일반화공약품,실험약품,공업약품","실험약품,공업약품,화공약품","성진화공약품","-","-","-","-","2265-2160,2265-3160,2265-4160","-","-","-","-","-","-","기타","-","종로구","942","성진화공약품"
941,"을지로15길24","신주,호킹,동,양은기타","신주","성진주물","-","-","주물","-","2266-1859","-","-","-","-","-","판매","가공","-","중구","941","성진주물"
940,"을지로33길38-7","컴퓨터,편집기,캠제작전문","컴퓨터","성진정밀","-","-","-","-","2273-6320,011-9744-6320","-","-","-","-","-","판매","가공","-","중구","940","성진정밀"
939,"창경궁로5길37","금속철강,CNC벤딩","철강","성진금속철강","-","-","CNC","-","2265-9277,2265-9288","-","-","-","-","-","판매","가공","성진금속","중구","939","성진금속철강"
938,"을지로19길30","특수기어제작,악세사리용기계제작,기성품기어,기어제작,선반,밀링,용접,베벨기어,웜기어,랙크기어,라젯트기어","베벨기어,웜기어,기어","성진공업사","-","-","선반밀링","-","2273-3654","-","-","-","-","-","판매","가공","-","중구","938","성진공업사"
937,"을지로157","음향기기","음향기기","성전자","-","-","-","-","02-2285-3110","-","552008.983700 ","199600.959000 ","-","음향","판매","-","-","중구","937","성전자"
